timestamp,experiment_id,group,seed,train_subset_size,filters_block1,filters_block2,dense_units,dropout_conv,dropout_dense,learning_rate,epochs,batch_size,validation_split,num_parameters,train_acc_last,val_acc_last,train_loss_last,val_loss_last,overfit_gap_acc,overfit_gap_loss,test_loss,test_accuracy,macro_recall,weighted_recall,train_time_sec
2025-11-19 17:59:31,lr_1e-2_small,lr_sweep,42,10000,32,64,256,0.25,0.5,0.01,6,64,0.2,1116970,0.0993750020861625,0.0989999994635582,2.3034543991088867,2.3026821613311768,0.0003750026226043,-0.0007722377777099,2.303217887878418,0.1000000014901161,0.1,0.1,40.03058409690857
2025-11-19 18:00:23,lr_1e-3_small,lr_sweep,42,10000,32,64,256,0.25,0.5,0.001,6,64,0.2,1116970,0.5523750185966492,0.5389999747276306,1.2413147687911987,1.3056498765945437,0.0133750438690185,0.0643351078033447,1.306154489517212,0.5351999998092651,0.5352,0.5352,46.664193868637085
2025-11-19 18:01:20,lr_5e-4_small,lr_sweep,42,10000,32,64,256,0.25,0.5,0.0005,6,64,0.2,1116970,0.5327500104904175,0.5260000228881836,1.2930865287780762,1.3655439615249634,0.006749987602233887,0.07245743274688721,1.3715277910232544,0.503600001335144,0.5036,0.5036,50.05626392364502
